"sample_key","cluster_dtw","Date","Sample_ID","MouseID","Sex","Age","Genotype","Replicate","Average_diameter..um.","C.s.a..um.squared.","C.s.a..mm.squared.","Date_ID","FileName","exclusion_reason"
"210519.MRC.Sample.D1Data",3,"19.05.2021","D","60.3","F","52wks","Tm1b Wt",1,106.529,8913.034384,0.008913034,210519,"210519 MRC Sample D1Data.csv",NA
"210519.MRC.Sample.D10Data",4,"19.05.2021","D","60.3","F","52wks","Tm1b Wt",10,104.9636667,8653.023206,0.008653023,210519,"210519 MRC Sample D10Data.csv",NA
"210519.MRC.Sample.D2Data",4,"19.05.2021","D","60.3","F","52wks","Tm1b Wt",2,102.5406667,8258.138361,0.008258138,210519,"210519 MRC Sample D2Data.csv",NA
"210519.MRC.Sample.D3Data",3,"19.05.2021","D","60.3","F","52wks","Tm1b Wt",3,91.188,6530.783134,0.006530783,210519,"210519 MRC Sample D3Data.csv",NA
"210519.MRC.Sample.D4Data",1,"19.05.2021","D","60.3","F","52wks","Tm1b Wt",4,115.1366667,10411.59307,0.010411593,210519,"210519 MRC Sample D4Data.csv",NA
"210519.MRC.Sample.D5Data",3,"19.05.2021","D","60.3","F","52wks","Tm1b Wt",5,96.61666667,7331.519286,0.007331519,210519,"210519 MRC Sample D5Data.csv",NA
"210519.MRC.Sample.D6Data",4,"19.05.2021","D","60.3","F","52wks","Tm1b Wt",6,137.3183333,14809.72276,0.014809723,210519,"210519 MRC Sample D6Data.csv",NA
"210519.MRC.Sample.D7Data",1,"19.05.2021","D","60.3","F","52wks","Tm1b Wt",7,117.319,10810.02221,0.010810022,210519,"210519 MRC Sample D7Data.csv",NA
"210519.MRC.Sample.D8Data",4,"19.05.2021","D","60.3","F","52wks","Tm1b Wt",8,115.709,10515.36039,0.01051536,210519,"210519 MRC Sample D8Data.csv",NA
"210519.MRC.Sample.D9Data",3,"19.05.2021","D","60.3","F","52wks","Tm1b Wt",9,107.6736667,9105.606678,0.009105607,210519,"210519 MRC Sample D9Data.csv",NA
"210519.MRC.Sample.E1Data",1,"19.05.2021","E","62.1","F","52wks","Tm1b Wt",1,156.2313333,19170.17862,0.019170179,210519,"210519 MRC Sample E1Data.csv",NA
"210519.MRC.Sample.E10Data",2,"19.05.2021","E","62.1","F","52wks","Tm1b Wt",10,118.9506667,11112.80369,0.011112804,210519,"210519 MRC Sample E10Data.csv",NA
"210519.MRC.Sample.E2Data",1,"19.05.2021","E","62.1","F","52wks","Tm1b Wt",2,128.6486667,12998.71616,0.012998716,210519,"210519 MRC Sample E2Data.csv",NA
"210519.MRC.Sample.E3Data",2,"19.05.2021","E","62.1","F","52wks","Tm1b Wt",3,169.1063333,22459.99355,0.022459994,210519,"210519 MRC Sample E3Data.csv",NA
"210519.MRC.Sample.E4Data",3,"19.05.2021","E","62.1","F","52wks","Tm1b Wt",4,135.9193333,14509.49685,0.014509497,210519,"210519 MRC Sample E4Data.csv",NA
"210519.MRC.Sample.E6Data",2,"19.05.2021","E","62.1","F","52wks","Tm1b Wt",6,158.9203333,19835.75867,0.019835759,210519,"210519 MRC Sample E6Data.csv",NA
"210519.MRC.Sample.E7Data",2,"19.05.2021","E","62.1","F","52wks","Tm1b Wt",7,198.9473333,31086.09184,0.031086092,210519,"210519 MRC Sample E7Data.csv",NA
"210519.MRC.Sample.E8Data",2,"19.05.2021","E","62.1","F","52wks","Tm1b Wt",8,102.3673333,8230.24306,0.008230243,210519,"210519 MRC Sample E8Data.csv",NA
"210520.MRC.Sample.A1Data",2,"20.05.2021","A","84.2","M","18wks","oim Wt",1,157.533,19490.94826,0.019490948,210520,"210520 MRC Sample A1Data.csv",NA
"210520.MRC.Sample.A2Data",1,"20.05.2021","A","84.2","M","18wks","oim Wt",2,135.7036667,14463.48822,0.014463488,210520,"210520 MRC Sample A2Data.csv",NA
"210520.MRC.Sample.A3Data",2,"20.05.2021","A","84.2","M","18wks","oim Wt",3,189.741,28275.6275,0.028275627,210520,"210520 MRC Sample A3Data.csv",NA
"210520.MRC.Sample.A5Data",2,"20.05.2021","A","84.2","M","18wks","oim Wt",5,134.622,14233.83601,0.014233836,210520,"210520 MRC Sample A5Data.csv",NA
"210520.MRC.Sample.A6Data",1,"20.05.2021","A","84.2","M","18wks","oim Wt",6,144.237,16339.66857,0.016339669,210520,"210520 MRC Sample A6Data.csv",NA
"210520.MRC.Sample.A7Data",1,"20.05.2021","A","84.2","M","18wks","oim Wt",7,134.007,14104.08287,0.014104083,210520,"210520 MRC Sample A7Data.csv",NA
"210520.MRC.Sample.A8Data",4,"20.05.2021","A","84.2","M","18wks","oim Wt",8,94.89666667,7072.806828,0.007072807,210520,"210520 MRC Sample A8Data.csv",NA
"210520.MRC.Sample.A9Data",1,"20.05.2021","A","84.2","M","18wks","oim Wt",9,100.6706667,7959.68298,0.007959683,210520,"210520 MRC Sample A9Data.csv",NA
"210520.MRC.Sample.B1Data",4,"20.05.2021","B","54.4","M","18wks","oim Het",1,72.52366667,4130.944761,0.004130945,210520,"210520 MRC Sample B1Data.csv",NA
"210520.MRC.Sample.B10Data",3,"20.05.2021","B","54.4","M","18wks","oim Het",10,76.65933333,4615.512777,0.004615513,210520,"210520 MRC Sample B10Data.csv",NA
"210520.MRC.Sample.B2Data",4,"20.05.2021","B","54.4","M","18wks","oim Het",2,94.663,7038.018577,0.007038019,210520,"210520 MRC Sample B2Data.csv",NA
"210520.MRC.Sample.B3Data",4,"20.05.2021","B","54.4","M","18wks","oim Het",3,66.33533333,3456.047581,0.003456048,210520,"210520 MRC Sample B3Data.csv",NA
"210520.MRC.Sample.B4Data",2,"20.05.2021","B","54.4","M","18wks","oim Het",4,86.31333333,5851.20965,0.00585121,210520,"210520 MRC Sample B4Data.csv",NA
"210520.MRC.Sample.B5Data",2,"20.05.2021","B","54.4","M","18wks","oim Het",5,108.485,9243.347235,0.009243347,210520,"210520 MRC Sample B5Data.csv",NA
"210520.MRC.Sample.B6Data",4,"20.05.2021","B","54.4","M","18wks","oim Het",6,94.24333333,6975.754024,0.006975754,210520,"210520 MRC Sample B6Data.csv",NA
"210520.MRC.Sample.B7Data",3,"20.05.2021","B","54.4","M","18wks","oim Het",7,87.09833333,5958.124455,0.005958124,210520,"210520 MRC Sample B7Data.csv",NA
"210520.MRC.Sample.B8Data",4,"20.05.2021","B","54.4","M","18wks","oim Het",8,85.519,5744.008966,0.005744009,210520,"210520 MRC Sample B8Data.csv",NA
"210520.MRC.Sample.B9Data",4,"20.05.2021","B","54.4","M","18wks","oim Het",9,115.4846667,10474.62616,0.010474626,210520,"210520 MRC Sample B9Data.csv",NA
"210520.MRC.Sample.C2Data",3,"20.05.2021","C","99.3","M","18wks","oim Hom",2,56.50533333,2507.660642,0.002507661,210520,"210520 MRC Sample C2Data.csv",NA
"210520.MRC.Sample.C3Data",3,"20.05.2021","C","99.3","M","18wks","oim Hom",3,61.137,2935.608452,0.002935608,210520,"210520 MRC Sample C3Data.csv",NA
"210520.MRC.Sample.C5Data",3,"20.05.2021","C","99.3","M","18wks","oim Hom",5,76.76933333,4628.768062,0.004628768,210520,"210520 MRC Sample C5Data.csv",NA
"210520.MRC.Sample.C6Data",3,"20.05.2021","C","99.3","M","18wks","oim Hom",6,83.25066667,5443.338239,0.005443338,210520,"210520 MRC Sample C6Data.csv",NA
"210520.MRC.Sample.C8Data",3,"20.05.2021","C","99.3","M","18wks","oim Hom",8,61.56533333,2976.887015,0.002976887,210520,"210520 MRC Sample C8Data.csv",NA
"210520.MRC.Sample.C9Data",3,"20.05.2021","C","99.3","M","18wks","oim Hom",9,61.90533333,3009.858051,0.003009858,210520,"210520 MRC Sample C9Data.csv",NA
"210520.MRC.Sample.D6Data",3,"20.05.2021","D","140.1","M","18wks","oim Hom",6,76.46133333,4591.70116,0.004591701,210520,"210520 MRC Sample D6Data.csv",NA
"210520.MRC.Sample.D7Data",3,"20.05.2021","D","140.1","M","18wks","oim Hom",7,53.33533333,2234.188997,0.002234189,210520,"210520 MRC Sample D7Data.csv",NA
"210520.MRC.Sample.E1Data",1,"20.05.2021","E","62.2","F","52wks","Tm1b Wt",1,182.4693333,26149.87709,0.026149877,210520,"210520 MRC Sample E1Data.csv",NA
"210520.MRC.Sample.E10Data",1,"20.05.2021","E","62.2","F","52wks","Tm1b Wt",10,125.698,12409.28093,0.012409281,210520,"210520 MRC Sample E10Data.csv",NA
"210520.MRC.Sample.E2Data",1,"20.05.2021","E","62.2","F","52wks","Tm1b Wt",2,174.5453333,23927.99808,0.023927998,210520,"210520 MRC Sample E2Data.csv",NA
"210520.MRC.Sample.E3Data",4,"20.05.2021","E","62.2","F","52wks","Tm1b Wt",3,141.272,15674.80217,0.015674802,210520,"210520 MRC Sample E3Data.csv",NA
"210520.MRC.Sample.E4Data",2,"20.05.2021","E","62.2","F","52wks","Tm1b Wt",4,157.726,19538.7358,0.019538736,210520,"210520 MRC Sample E4Data.csv",NA
"210520.MRC.Sample.E5Data",1,"20.05.2021","E","62.2","F","52wks","Tm1b Wt",5,154.01,18628.92195,0.018628922,210520,"210520 MRC Sample E5Data.csv",NA
"210520.MRC.Sample.E6Data",2,"20.05.2021","E","62.2","F","52wks","Tm1b Wt",6,168.2993333,22246.14033,0.02224614,210520,"210520 MRC Sample E6Data.csv",NA
"210520.MRC.Sample.E7Data",4,"20.05.2021","E","62.2","F","52wks","Tm1b Wt",7,161.125,20389.93034,0.02038993,210520,"210520 MRC Sample E7Data.csv",NA
"210520.MRC.Sample.E8Data",2,"20.05.2021","E","62.2","F","52wks","Tm1b Wt",8,145.5563333,16639.95299,0.016639953,210520,"210520 MRC Sample E8Data.csv",NA
"210520.MRC.Sample.E9Data",4,"20.05.2021","E","62.2","F","52wks","Tm1b Wt",9,119.604,11235.21247,0.011235212,210520,"210520 MRC Sample E9Data.csv",NA
"210521.MRC.Sample.A1Data",1,"21.05.2021","A","89.1","M","18wks","oim Wt",1,143.529,16179.65286,0.016179653,210521,"210521 MRC Sample A1Data.csv",NA
"210521.MRC.Sample.A10Data",4,"21.05.2021","A","89.1","M","18wks","oim Wt",10,143.6496667,16206.86919,0.016206869,210521,"210521 MRC Sample A10Data.csv",NA
"210521.MRC.Sample.A2Data",4,"21.05.2021","A","89.1","M","18wks","oim Wt",2,123.6276667,12003.86843,0.012003868,210521,"210521 MRC Sample A2Data.csv",NA
"210521.MRC.Sample.A4Data",4,"21.05.2021","A","89.1","M","18wks","oim Wt",4,110.1566667,9530.407117,0.009530407,210521,"210521 MRC Sample A4Data.csv",NA
"210521.MRC.Sample.A5Data",4,"21.05.2021","A","89.1","M","18wks","oim Wt",5,93.10266667,6807.914957,0.006807915,210521,"210521 MRC Sample A5Data.csv",NA
"210521.MRC.Sample.A6Data",2,"21.05.2021","A","89.1","M","18wks","oim Wt",6,120.097,11328.02501,0.011328025,210521,"210521 MRC Sample A6Data.csv",NA
"210521.MRC.Sample.A7Data",1,"21.05.2021","A","89.1","M","18wks","oim Wt",7,126.9753333,12662.76667,0.012662767,210521,"210521 MRC Sample A7Data.csv",NA
"210521.MRC.Sample.A8Data",4,"21.05.2021","A","89.1","M","18wks","oim Wt",8,123.5936667,11997.26674,0.011997267,210521,"210521 MRC Sample A8Data.csv",NA
"210521.MRC.Sample.A9Data",4,"21.05.2021","A","89.1","M","18wks","oim Wt",9,148.588,17340.3299,0.01734033,210521,"210521 MRC Sample A9Data.csv",NA
"210521.MRC.Sample.B1Data",4,"21.05.2021","B","56.4","M","18wks","oim Het",1,116.6503333,10687.14863,0.010687149,210521,"210521 MRC Sample B1Data.csv",NA
"210521.MRC.Sample.B10Data",3,"21.05.2021","B","56.4","M","18wks","oim Het",10,110.1376667,9527.11976,0.00952712,210521,"210521 MRC Sample B10Data.csv",NA
"210521.MRC.Sample.B2Data",4,"21.05.2021","B","56.4","M","18wks","oim Het",2,97.02166667,7393.112979,0.007393113,210521,"210521 MRC Sample B2Data.csv",NA
"210521.MRC.Sample.B3Data",4,"21.05.2021","B","56.4","M","18wks","oim Het",3,132.1156667,13708.77103,0.013708771,210521,"210521 MRC Sample B3Data.csv",NA
"210521.MRC.Sample.B4Data",3,"21.05.2021","B","56.4","M","18wks","oim Het",4,110.8296667,9647.214518,0.009647215,210521,"210521 MRC Sample B4Data.csv",NA
"210521.MRC.Sample.B5Data",4,"21.05.2021","B","56.4","M","18wks","oim Het",5,114.9913333,10385.3252,0.010385325,210521,"210521 MRC Sample B5Data.csv",NA
"210521.MRC.Sample.B6Data",1,"21.05.2021","B","56.4","M","18wks","oim Het",6,105.024,8662.973611,0.008662974,210521,"210521 MRC Sample B6Data.csv",NA
"210521.MRC.Sample.B7Data",1,"21.05.2021","B","56.4","M","18wks","oim Het",7,141.4856667,15722.25271,0.015722253,210521,"210521 MRC Sample B7Data.csv",NA
"210521.MRC.Sample.B8Data",4,"21.05.2021","B","56.4","M","18wks","oim Het",8,123.8283333,12042.86828,0.012042868,210521,"210521 MRC Sample B8Data.csv",NA
"210521.MRC.Sample.B9Data",2,"21.05.2021","B","56.4","M","18wks","oim Het",9,149.324,17512.53884,0.017512539,210521,"210521 MRC Sample B9Data.csv",NA
"210521.MRC.Sample.C1Data",4,"21.05.2021","C","59.2","M","18wks","oim Het",1,114.044,10214.91517,0.010214915,210521,"210521 MRC Sample C1Data.csv",NA
"210521.MRC.Sample.C10Data",1,"21.05.2021","C","59.2","M","18wks","oim Het",10,110.6166667,9610.168803,0.009610169,210521,"210521 MRC Sample C10Data.csv",NA
"210521.MRC.Sample.C2Data",4,"21.05.2021","C","59.2","M","18wks","oim Het",2,145.1426667,16545.50692,0.016545507,210521,"210521 MRC Sample C2Data.csv",NA
"210521.MRC.Sample.C3Data",4,"21.05.2021","C","59.2","M","18wks","oim Het",3,142.5246667,15954.01329,0.015954013,210521,"210521 MRC Sample C3Data.csv",NA
"210521.MRC.Sample.C4Data",3,"21.05.2021","C","59.2","M","18wks","oim Het",4,121.7633333,11644.55612,0.011644556,210521,"210521 MRC Sample C4Data.csv",NA
"210521.MRC.Sample.C5Data",3,"21.05.2021","C","59.2","M","18wks","oim Het",5,91.46766667,6570.903394,0.006570903,210521,"210521 MRC Sample C5Data.csv",NA
"210521.MRC.Sample.C7Data",1,"21.05.2021","C","59.2","M","18wks","oim Het",7,110.7536667,9633.988151,0.009633988,210521,"210521 MRC Sample C7Data.csv",NA
"210521.MRC.Sample.C8Data",3,"21.05.2021","C","59.2","M","18wks","oim Het",8,124.271,12129.12488,0.012129125,210521,"210521 MRC Sample C8Data.csv",NA
"210521.MRC.Sample.C9Data",3,"21.05.2021","C","59.2","M","18wks","oim Het",9,120.7766667,11456.60554,0.011456606,210521,"210521 MRC Sample C9Data.csv",NA
"210521.MRC.Sample.D6Data",3,"21.05.2021","D","142.4","M","18wks","oim Hom",6,71.142,3975.044747,0.003975045,210521,"210521 MRC Sample D6Data.csv",NA
"210521.MRC.Sample.D7Data",3,"21.05.2021","D","142.4","M","18wks","oim Hom",7,103.586,8427.368943,0.008427369,210521,"210521 MRC Sample D7Data.csv",NA
"210521.MRC.Sample.D8Data",3,"21.05.2021","D","142.4","M","18wks","oim Hom",8,96.236,7273.861179,0.007273861,210521,"210521 MRC Sample D8Data.csv",NA
"210521.MRC.Sample.E1Data",3,"21.05.2021","E","142.5","M","18wks","oim Hom",1,70.46066667,3899.270619,0.003899271,210521,"210521 MRC Sample E1Data.csv",NA
"210521.MRC.Sample.E10Data",3,"21.05.2021","E","142.5","M","18wks","oim Hom",10,91.28133333,6544.158834,0.006544159,210521,"210521 MRC Sample E10Data.csv",NA
"210521.MRC.Sample.E2Data",4,"21.05.2021","E","142.5","M","18wks","oim Hom",2,92.02833333,6651.705227,0.006651705,210521,"210521 MRC Sample E2Data.csv",NA
"210521.MRC.Sample.E4Data",3,"21.05.2021","E","142.5","M","18wks","oim Hom",4,82.13033333,5297.818216,0.005297818,210521,"210521 MRC Sample E4Data.csv",NA
"210521.MRC.Sample.E6Data",3,"21.05.2021","E","142.5","M","18wks","oim Hom",6,88.943,6213.172754,0.006213173,210521,"210521 MRC Sample E6Data.csv",NA
"210522.MRC.Sample.A1Data",4,"22.05.2021","A","91.1","M","18wks","oim Wt",1,106.0853333,8838.947854,0.008838948,210522,"210522 MRC Sample A1Data.csv",NA
"210522.MRC.Sample.A10Data",1,"22.05.2021","A","91.1","M","18wks","oim Wt",10,131.31,13542.0834,0.013542083,210522,"210522 MRC Sample A10Data.csv",NA
"210522.MRC.Sample.A3Data",1,"22.05.2021","A","91.1","M","18wks","oim Wt",3,126.5766667,12583.37649,0.012583376,210522,"210522 MRC Sample A3Data.csv",NA
"210522.MRC.Sample.A4Data",1,"22.05.2021","A","91.1","M","18wks","oim Wt",4,146.8876667,16945.74027,0.01694574,210522,"210522 MRC Sample A4Data.csv",NA
"210522.MRC.Sample.A5Data",4,"22.05.2021","A","91.1","M","18wks","oim Wt",5,102.958,8325.495236,0.008325495,210522,"210522 MRC Sample A5Data.csv",NA
"210522.MRC.Sample.A6Data",4,"22.05.2021","A","91.1","M","18wks","oim Wt",6,116.3066667,10624.27002,0.01062427,210522,"210522 MRC Sample A6Data.csv",NA
"210522.MRC.Sample.A7Data",1,"22.05.2021","A","91.1","M","18wks","oim Wt",7,122.3843333,11763.63482,0.011763635,210522,"210522 MRC Sample A7Data.csv",NA
"210522.MRC.Sample.A8Data",4,"22.05.2021","A","91.1","M","18wks","oim Wt",8,116.763,10707.80296,0.010707803,210522,"210522 MRC Sample A8Data.csv",NA
"210522.MRC.Sample.A9Data",4,"22.05.2021","A","91.1","M","18wks","oim Wt",9,117.398,10824.58557,0.010824586,210522,"210522 MRC Sample A9Data.csv",NA
"210522.MRC.Sample.B1Data",4,"22.05.2021","B","91.2","M","18wks","oim Wt",1,119.816,11275.07696,0.011275077,210522,"210522 MRC Sample B1Data.csv",NA
"210522.MRC.Sample.B10Data",2,"22.05.2021","B","91.2","M","18wks","oim Wt",10,134.3176667,14169.5533,0.014169553,210522,"210522 MRC Sample B10Data.csv",NA
"210522.MRC.Sample.B2Data",4,"22.05.2021","B","91.2","M","18wks","oim Wt",2,152.8893333,18358.79849,0.018358798,210522,"210522 MRC Sample B2Data.csv",NA
"210522.MRC.Sample.B3Data",2,"22.05.2021","B","91.2","M","18wks","oim Wt",3,115.0076667,10388.27568,0.010388276,210522,"210522 MRC Sample B3Data.csv",NA
"210522.MRC.Sample.B4Data",4,"22.05.2021","B","91.2","M","18wks","oim Wt",4,119.4546667,11207.17422,0.011207174,210522,"210522 MRC Sample B4Data.csv",NA
"210522.MRC.Sample.B5Data",3,"22.05.2021","B","91.2","M","18wks","oim Wt",5,97.48633333,7464.098351,0.007464098,210522,"210522 MRC Sample B5Data.csv",NA
"210522.MRC.Sample.B6Data",4,"22.05.2021","B","91.2","M","18wks","oim Wt",6,143.6256667,16201.45417,0.016201454,210522,"210522 MRC Sample B6Data.csv",NA
"210522.MRC.Sample.B7Data",3,"22.05.2021","B","91.2","M","18wks","oim Wt",7,138.1516667,14990.01746,0.014990017,210522,"210522 MRC Sample B7Data.csv",NA
"210522.MRC.Sample.B8Data",3,"22.05.2021","B","91.2","M","18wks","oim Wt",8,118.5523333,11038.5008,0.011038501,210522,"210522 MRC Sample B8Data.csv",NA
"210522.MRC.Sample.C1Data",4,"22.05.2021","C","96.3","M","18wks","oim Het",1,75.03366667,4421.83182,0.004421832,210522,"210522 MRC Sample C1Data.csv",NA
"210522.MRC.Sample.C10Data",4,"22.05.2021","C","96.3","M","18wks","oim Het",10,109.3826667,9396.949556,0.00939695,210522,"210522 MRC Sample C10Data.csv",NA
"210522.MRC.Sample.C2Data",3,"22.05.2021","C","96.3","M","18wks","oim Het",2,74.54233333,4364.111593,0.004364112,210522,"210522 MRC Sample C2Data.csv",NA
"210522.MRC.Sample.C3Data",3,"22.05.2021","C","96.3","M","18wks","oim Het",3,85.511,5742.934353,0.005742934,210522,"210522 MRC Sample C3Data.csv",NA
"210522.MRC.Sample.C5Data",4,"22.05.2021","C","96.3","M","18wks","oim Het",5,87.664,6035.76674,0.006035767,210522,"210522 MRC Sample C5Data.csv",NA
"210522.MRC.Sample.C6Data",4,"22.05.2021","C","96.3","M","18wks","oim Het",6,73.494,4242.224535,0.004242225,210522,"210522 MRC Sample C6Data.csv",NA
"210522.MRC.Sample.C7Data",4,"22.05.2021","C","96.3","M","18wks","oim Het",7,75.39333333,4464.32467,0.004464325,210522,"210522 MRC Sample C7Data.csv",NA
"210522.MRC.Sample.C8Data",3,"22.05.2021","C","96.3","M","18wks","oim Het",8,85.69633333,5767.855371,0.005767855,210522,"210522 MRC Sample C8Data.csv",NA
"210522.MRC.Sample.C9Data",4,"22.05.2021","C","96.3","M","18wks","oim Het",9,91.51633333,6577.897538,0.006577898,210522,"210522 MRC Sample C9Data.csv",NA
"210522.MRC.Sample.D10Data",3,"22.05.2021","D","85.3","F","18wks","oim Hom",10,92.35333333,6698.76946,0.006698769,210522,"210522 MRC Sample D10Data.csv",NA
"210522.MRC.Sample.D2Data",3,"22.05.2021","D","85.3","F","18wks","oim Hom",2,61.67033333,2987.049867,0.00298705,210522,"210522 MRC Sample D2Data.csv",NA
"210522.MRC.Sample.E3Data",3,"22.05.2021","E","95.3","F","18wks","oim Hom",3,65.344,3353.523187,0.003353523,210522,"210522 MRC Sample E3Data.csv",NA
"210523.MRC.Sample.A1Data",4,"23.05.2021","A","58.5","F","18wks","oim Wt",1,104.041,8501.565731,0.008501566,210523,"210523 MRC Sample A1Data.csv",NA
"210523.MRC.Sample.A10Data",1,"23.05.2021","A","58.5","F","18wks","oim Wt",10,110.2353333,9544.023949,0.009544024,210523,"210523 MRC Sample A10Data.csv",NA
"210523.MRC.Sample.A2Data",1,"23.05.2021","A","58.5","F","18wks","oim Wt",2,123.179,11916.8982,0.011916898,210523,"210523 MRC Sample A2Data.csv",NA
"210523.MRC.Sample.A3Data",1,"23.05.2021","A","58.5","F","18wks","oim Wt",3,104.2563333,8536.793472,0.008536793,210523,"210523 MRC Sample A3Data.csv",NA
"210523.MRC.Sample.A4Data",1,"23.05.2021","A","58.5","F","18wks","oim Wt",4,138.742,15118.3983,0.015118398,210523,"210523 MRC Sample A4Data.csv",NA
"210523.MRC.Sample.A5Data",4,"23.05.2021","A","58.5","F","18wks","oim Wt",5,112.7643333,9986.961933,0.009986962,210523,"210523 MRC Sample A5Data.csv",NA
"210523.MRC.Sample.A6Data",1,"23.05.2021","A","58.5","F","18wks","oim Wt",6,120.5733333,11418.0625,0.011418063,210523,"210523 MRC Sample A6Data.csv",NA
"210523.MRC.Sample.A7Data",4,"23.05.2021","A","58.5","F","18wks","oim Wt",7,99.172,7724.458155,0.007724458,210523,"210523 MRC Sample A7Data.csv",NA
"210523.MRC.Sample.A8Data",3,"23.05.2021","A","58.5","F","18wks","oim Wt",8,90.62033333,6449.724914,0.006449725,210523,"210523 MRC Sample A8Data.csv",NA
"210523.MRC.Sample.A9Data",1,"23.05.2021","A","58.5","F","18wks","oim Wt",9,106.3096667,8876.36995,0.00887637,210523,"210523 MRC Sample A9Data.csv",NA
"210523.MRC.Sample.B1Data",4,"23.05.2021","B","60.1","F","18wks","oim Wt",1,131.178,13514.8706,0.013514871,210523,"210523 MRC Sample B1Data.csv",NA
"210523.MRC.Sample.B10Data",4,"23.05.2021","B","60.1","F","18wks","oim Wt",10,124.041,12084.26941,0.012084269,210523,"210523 MRC Sample B10Data.csv",NA
"210523.MRC.Sample.B2Data",3,"23.05.2021","B","60.1","F","18wks","oim Wt",2,128.095,12887.07148,0.012887071,210523,"210523 MRC Sample B2Data.csv",NA
"210523.MRC.Sample.B3Data",4,"23.05.2021","B","60.1","F","18wks","oim Wt",3,106.1793333,8854.618808,0.008854619,210523,"210523 MRC Sample B3Data.csv",NA
"210523.MRC.Sample.B4Data",4,"23.05.2021","B","60.1","F","18wks","oim Wt",4,119.1663333,11153.13693,0.011153137,210523,"210523 MRC Sample B4Data.csv",NA
"210523.MRC.Sample.B5Data",4,"23.05.2021","B","60.1","F","18wks","oim Wt",5,141.3023333,15681.53415,0.015681534,210523,"210523 MRC Sample B5Data.csv",NA
"210523.MRC.Sample.B6Data",4,"23.05.2021","B","60.1","F","18wks","oim Wt",6,91.818,6621.334657,0.006621335,210523,"210523 MRC Sample B6Data.csv",NA
"210523.MRC.Sample.B7Data",4,"23.05.2021","B","60.1","F","18wks","oim Wt",7,134.5173333,14211.7114,0.014211711,210523,"210523 MRC Sample B7Data.csv",NA
"210523.MRC.Sample.B8Data",3,"23.05.2021","B","60.1","F","18wks","oim Wt",8,114.0786667,10221.1263,0.010221126,210523,"210523 MRC Sample B8Data.csv",NA
"210523.MRC.Sample.B9Data",4,"23.05.2021","B","60.1","F","18wks","oim Wt",9,111.423,9750.784902,0.009750785,210523,"210523 MRC Sample B9Data.csv",NA
"210523.MRC.Sample.C1Data",2,"23.05.2021","C","77.1","F","18wks","oim Het",1,131.404,13561.4789,0.013561479,210523,"210523 MRC Sample C1Data.csv",NA
"210523.MRC.Sample.C10Data",3,"23.05.2021","C","77.1","F","18wks","oim Het",10,108.7683333,9291.6925,0.009291693,210523,"210523 MRC Sample C10Data.csv",NA
"210523.MRC.Sample.C2Data",3,"23.05.2021","C","77.1","F","18wks","oim Het",2,102.8426667,8306.853284,0.008306853,210523,"210523 MRC Sample C2Data.csv",NA
"210523.MRC.Sample.C3Data",4,"23.05.2021","C","77.1","F","18wks","oim Het",3,116.226,10609.5378,0.010609538,210523,"210523 MRC Sample C3Data.csv",NA
"210523.MRC.Sample.C4Data",3,"23.05.2021","C","77.1","F","18wks","oim Het",4,104.5026667,8577.182033,0.008577182,210523,"210523 MRC Sample C4Data.csv",NA
"210523.MRC.Sample.C5Data",4,"23.05.2021","C","77.1","F","18wks","oim Het",5,90.19333333,6389.086336,0.006389086,210523,"210523 MRC Sample C5Data.csv",NA
"210523.MRC.Sample.C6Data",4,"23.05.2021","C","77.1","F","18wks","oim Het",6,115.9976667,10567.89253,0.010567893,210523,"210523 MRC Sample C6Data.csv",NA
"210523.MRC.Sample.C7Data",4,"23.05.2021","C","77.1","F","18wks","oim Het",7,112.5556667,9950.035057,0.009950035,210523,"210523 MRC Sample C7Data.csv",NA
"210523.MRC.Sample.C8Data",3,"23.05.2021","C","77.1","F","18wks","oim Het",8,112.255,9896.947575,0.009896948,210523,"210523 MRC Sample C8Data.csv",NA
"210523.MRC.Sample.D1Data",3,"23.05.2021","D","77.2","F","18wks","oim Het",1,106.157,8850.894316,0.008850894,210523,"210523 MRC Sample D1Data.csv",NA
"210523.MRC.Sample.D10Data",1,"23.05.2021","D","77.2","F","18wks","oim Het",10,131.0856667,13495.85165,0.013495852,210523,"210523 MRC Sample D10Data.csv",NA
"210523.MRC.Sample.D2Data",4,"23.05.2021","D","77.2","F","18wks","oim Het",2,119.9046667,11291.77079,0.011291771,210523,"210523 MRC Sample D2Data.csv",NA
"210523.MRC.Sample.D3Data",3,"23.05.2021","D","77.2","F","18wks","oim Het",3,87.98666667,6080.28045,0.00608028,210523,"210523 MRC Sample D3Data.csv",NA
"210523.MRC.Sample.D4Data",4,"23.05.2021","D","77.2","F","18wks","oim Het",4,91.659,6598.42236,0.006598422,210523,"210523 MRC Sample D4Data.csv",NA
"210523.MRC.Sample.D5Data",2,"23.05.2021","D","77.2","F","18wks","oim Het",5,94.318,6986.811838,0.006986812,210523,"210523 MRC Sample D5Data.csv",NA
"210523.MRC.Sample.D6Data",4,"23.05.2021","D","77.2","F","18wks","oim Het",6,103.389,8395.345059,0.008395345,210523,"210523 MRC Sample D6Data.csv",NA
"210523.MRC.Sample.D7Data",4,"23.05.2021","D","77.2","F","18wks","oim Het",7,109.636,9440.527154,0.009440527,210523,"210523 MRC Sample D7Data.csv",NA
